algorithm,is_baseline,instance_id,size,power_pressure_class,repetition,makespan,best_known_makespan,best_naive_makespan,rpd,hit_bks,within_0_1pct,reached_0_1pct,time_to_0_1pct_s,evaluations_to_0_1pct,within_1pct,reached_1pct,time_to_1pct_s,evaluations_to_1pct,execution_time_s,time_overrun_s,solution_count,solutions_per_second,auc_rpd_time,termination_reason,hit_time_limit,profile_id,status
BRKGA-R-LS,False,n0020_i01,20,medium,1,75.01134584091797,74.94165988143776,77.49712421315317,0.09298694423163034,False,True,True,59.10693080001511,1764890.0,True,True,0.9428165000281297,30315.0,150.0018648999976,0.001864899997599423,4598453,30655.972197850144,0.2608972423468876,time_limit,True,run_b9ece1fb,ok
BRKGA-R-LS,False,n0020_i01,20,medium,2,74.99476368473829,74.94165988143776,77.49712421315317,0.0708601909599329,False,True,True,47.358971200010274,1345583.0,True,True,0.17038129997672513,4835.0,150.0019293000223,0.0019293000223115087,4550357,30335.32316040233,0.13890451967041093,time_limit,True,run_b9ece1fb,ok
BRKGA-R-LS,False,n0020_i01,20,medium,3,74.96195093268737,74.94165988143776,77.49712421315317,0.027075796401782776,False,True,True,46.12013960001059,1391236.0,True,True,0.09301419998519123,3344.0,150.0019045000081,0.0019045000080950558,4782448,31882.581864150543,0.17264681656823203,time_limit,True,run_b9ece1fb,ok
BRKGA-R-LS,False,n0020_i01,20,medium,4,75.12996448141965,74.94165988143776,77.49712421315317,0.2512682535719114,False,False,False,,,True,True,5.758125599997584,30372.0,150.00284999998985,0.002849999989848584,2779443,18529.26794391032,0.2857914437684213,time_limit,True,run_b9ece1fb,ok
BRKGA-R-LS,False,n0020_i01,20,medium,5,75.12996448141965,74.94165988143776,77.49712421315317,0.2512682535719114,False,False,False,,,True,True,0.42314149998128414,8398.0,150.00286169996252,0.0028616999625228345,3499243,23327.841618110106,0.29035252227244146,time_limit,True,run_b9ece1fb,ok
GA,False,n0020_i01,20,medium,1,75.5000482554529,74.94165988143776,77.49712421315317,0.7450974196442167,False,False,False,,,True,True,0.10609809996094555,2808.0,150.00178140000207,0.0017814000020734966,4456035,29706.547205044983,0.7462602790034797,time_limit,True,run_b9ece1fb,ok
GA,False,n0020_i01,20,medium,2,75.8837917247088,74.94165988143776,77.49712421315317,1.2571536909664822,False,False,False,,,False,False,,,150.00227360002464,0.002273600024636835,4408020,29386.354581223335,1.2578110193917156,time_limit,True,run_b9ece1fb,ok
GA,False,n0020_i01,20,medium,3,75.85502660912644,74.94165988143776,77.49712421315317,1.218770346338317,False,False,False,,,False,False,,,150.0027826000005,0.002782600000500679,2746759,18311.386978230566,1.2197282700183165,time_limit,True,run_b9ece1fb,ok
GA,False,n0020_i01,20,medium,4,75.13717798209719,74.94165988143776,77.49712421315317,0.260893741836982,False,False,False,,,True,True,0.04899849998764694,917.0,150.00265569996554,0.002655699965544045,2696948,17979.33501520413,0.2616102177866593,time_limit,True,run_b9ece1fb,ok
GA,False,n0020_i01,20,medium,5,75.87946996246778,74.94165988143776,77.49712421315317,1.2513868554735708,False,False,False,,,False,False,,,150.00281989999348,0.002819899993482977,2683242,17887.943718584163,1.25195538061272,time_limit,True,run_b9ece1fb,ok
HPSO,False,n0020_i01,20,medium,1,75.13088620074211,74.94165988143776,77.49712421315317,0.2524981693809835,False,False,False,,,True,True,0.030157200002577156,539.0,150.0005203000037,0.0005203000036999583,2963191,19754.5381447582,0.25317857234413943,time_limit,True,run_b9ece1fb,ok
HPSO,False,n0020_i01,20,medium,2,75.47468249655752,74.94165988143776,77.49712421315317,0.7112500790121759,False,False,False,,,True,True,0.1599667000118643,3037.0,150.00045520003187,0.00045520003186538815,2909536,19396.847803695076,0.7201062242867706,time_limit,True,run_b9ece1fb,ok
HPSO,False,n0020_i01,20,medium,3,75.12863436076827,74.94165988143776,77.49712421315317,0.2494933787513125,False,False,False,,,True,True,11.897168700001203,181674.0,150.00042319996282,0.00042319996282458305,2855359,19035.672960692737,0.3176093740692114,time_limit,True,run_b9ece1fb,ok
HPSO,False,n0020_i01,20,medium,4,75.1686626565996,74.94165988143776,77.49712421315317,0.30290598783235906,False,False,False,,,True,True,0.04865100001916289,1033.0,150.00071440002648,0.0007144000264815986,3021322,20142.050736789468,0.30411582763334283,time_limit,True,run_b9ece1fb,ok
HPSO,False,n0020_i01,20,medium,5,75.44228601378116,74.94165988143776,77.49712421315317,0.6680211422263929,False,False,False,,,True,True,0.1236161999986507,1269.0,150.00069040001836,0.0006904000183567405,1531431,10209.493009105594,0.6743425154876923,time_limit,True,run_b9ece1fb,ok
LPT,True,n0020_i01,20,medium,0,77.49712421315317,74.94165988143776,77.49712421315317,3.4099382583176197,False,False,False,,,False,False,,,5.91999851167202e-05,0.0,1,16891.896138628657,,completed,False,run_b9ece1fb,ok
