algorithm,instance_id,size,power_pressure_class,repetition,checkpoint_s,best_result_time_s,solution_count,makespan,rpd,has_solution,hit_bks,within_0_1pct,within_1pct,beats_or_ties_naive,strictly_beats_naive
BRKGA-R-LS,n0020_i03,20,high,3,1.0,0.18247020000126213,3993,110.52807059892888,0.6226519049453552,True,False,False,True,True,True
BRKGA-R-LS,n0020_i03,20,high,3,5.0,4.9029992000432685,99965,110.01358939167505,0.15427800545887335,True,False,False,True,True,True
BRKGA-R-LS,n0020_i03,20,high,3,15.0,4.9029992000432685,99965,110.01358939167505,0.15427800545887335,True,False,False,True,True,True
BRKGA-R-LS,n0020_i03,20,high,3,30.0,4.9029992000432685,99965,110.01358939167505,0.15427800545887335,True,False,False,True,True,True
BRKGA-R-LS,n0020_i03,20,high,3,60.0,4.9029992000432685,99965,110.01358939167505,0.15427800545887335,True,False,False,True,True,True
BRKGA-R-LS,n0020_i03,20,high,3,120.0,4.9029992000432685,99965,110.01358939167505,0.15427800545887335,True,False,False,True,True,True
BRKGA-R-LS,n0020_i03,20,high,3,150.0,4.9029992000432685,99965,110.01358939167505,0.15427800545887335,True,False,False,True,True,True
BRKGA-R-LS,n0020_i03,20,high,4,1.0,0.9874210000270978,19840,110.88057322413344,0.9435635861077519,True,False,False,True,True,True
BRKGA-R-LS,n0020_i03,20,high,4,5.0,0.9874210000270978,19840,110.88057322413344,0.9435635861077519,True,False,False,True,True,True
BRKGA-R-LS,n0020_i03,20,high,4,15.0,0.9874210000270978,19840,110.88057322413344,0.9435635861077519,True,False,False,True,True,True
BRKGA-R-LS,n0020_i03,20,high,4,30.0,18.405306400032714,271616,110.4444563066084,0.5465310445625525,True,False,False,True,True,True
BRKGA-R-LS,n0020_i03,20,high,4,60.0,18.405306400032714,271616,110.4444563066084,0.5465310445625525,True,False,False,True,True,True
BRKGA-R-LS,n0020_i03,20,high,4,120.0,117.83089620003011,2181931,110.07625160224569,0.2113244893762774,True,False,False,True,True,True
BRKGA-R-LS,n0020_i03,20,high,4,150.0,130.68801619997248,2431783,109.98330906542918,0.1267113727392742,True,False,False,True,True,True
BRKGA-R-LS,n0020_i03,20,high,5,1.0,0.1599573000567034,3341,111.21134261686592,1.2446897460540634,True,False,False,False,True,True
BRKGA-R-LS,n0020_i03,20,high,5,5.0,0.1599573000567034,3341,111.21134261686592,1.2446897460540634,True,False,False,False,True,True
BRKGA-R-LS,n0020_i03,20,high,5,15.0,14.117256200057454,203328,109.9973451661939,0.13948957174064294,True,False,False,True,True,True
BRKGA-R-LS,n0020_i03,20,high,5,30.0,25.076111900038086,414330,109.88524533676198,0.037436020507836364,True,False,True,True,True,True
BRKGA-R-LS,n0020_i03,20,high,5,60.0,25.076111900038086,414330,109.88524533676198,0.037436020507836364,True,False,True,True,True,True
BRKGA-R-LS,n0020_i03,20,high,5,120.0,25.076111900038086,414330,109.88524533676198,0.037436020507836364,True,False,True,True,True,True
BRKGA-R-LS,n0020_i03,20,high,5,150.0,25.076111900038086,414330,109.88524533676198,0.037436020507836364,True,False,True,True,True,True
GA,n0020_i03,20,high,1,1.0,0.1497218000004068,3037,110.76596254612122,0.8392242061138536,True,False,False,True,True,True
GA,n0020_i03,20,high,1,5.0,0.1497218000004068,3037,110.76596254612122,0.8392242061138536,True,False,False,True,True,True
GA,n0020_i03,20,high,1,15.0,0.1497218000004068,3037,110.76596254612122,0.8392242061138536,True,False,False,True,True,True
GA,n0020_i03,20,high,1,30.0,0.1497218000004068,3037,110.76596254612122,0.8392242061138536,True,False,False,True,True,True
GA,n0020_i03,20,high,1,60.0,0.1497218000004068,3037,110.76596254612122,0.8392242061138536,True,False,False,True,True,True
GA,n0020_i03,20,high,1,120.0,99.0638974000467,1849834,110.28795968110195,0.4040594951425392,True,False,False,True,True,True
GA,n0020_i03,20,high,1,150.0,99.0638974000467,1849834,110.28795968110195,0.4040594951425392,True,False,False,True,True,True
GA,n0020_i03,20,high,2,1.0,0.10124089999590069,2133,112.58462262971662,2.494897733511993,True,False,False,False,True,True
GA,n0020_i03,20,high,2,5.0,0.10124089999590069,2133,112.58462262971662,2.494897733511993,True,False,False,False,True,True
GA,n0020_i03,20,high,2,15.0,0.10124089999590069,2133,112.58462262971662,2.494897733511993,True,False,False,False,True,True
GA,n0020_i03,20,high,2,30.0,0.10124089999590069,2133,112.58462262971662,2.494897733511993,True,False,False,False,True,True
GA,n0020_i03,20,high,2,60.0,0.10124089999590069,2133,112.58462262971662,2.494897733511993,True,False,False,False,True,True
GA,n0020_i03,20,high,2,120.0,0.10124089999590069,2133,112.58462262971662,2.494897733511993,True,False,False,False,True,True
GA,n0020_i03,20,high,2,150.0,0.10124089999590069,2133,112.58462262971662,2.494897733511993,True,False,False,False,True,True
GA,n0020_i03,20,high,3,1.0,0.07991059997584671,1640,112.12987087020097,2.0809003864765367,True,False,False,False,True,True
GA,n0020_i03,20,high,3,5.0,4.888488200027496,99648,110.37583613594875,0.4840605471718973,True,False,False,True,True,True
GA,n0020_i03,20,high,3,15.0,4.888488200027496,99648,110.37583613594875,0.4840605471718973,True,False,False,True,True,True
GA,n0020_i03,20,high,3,30.0,29.436321699991822,501893,110.27254819717697,0.390029173488333,True,False,False,True,True,True
GA,n0020_i03,20,high,3,60.0,29.436321699991822,501893,110.27254819717697,0.390029173488333,True,False,False,True,True,True
GA,n0020_i03,20,high,3,120.0,29.436321699991822,501893,110.27254819717697,0.390029173488333,True,False,False,True,True,True
GA,n0020_i03,20,high,3,150.0,29.436321699991822,501893,110.27254819717697,0.390029173488333,True,False,False,True,True,True
GA,n0020_i03,20,high,4,1.0,0.4172588000074029,7966,110.36070787085967,0.47028806255568184,True,False,False,True,True,True
GA,n0020_i03,20,high,4,5.0,0.4172588000074029,7966,110.36070787085967,0.47028806255568184,True,False,False,True,True,True
GA,n0020_i03,20,high,4,15.0,0.4172588000074029,7966,110.36070787085967,0.47028806255568184,True,False,False,True,True,True
GA,n0020_i03,20,high,4,30.0,0.4172588000074029,7966,110.36070787085967,0.47028806255568184,True,False,False,True,True,True
GA,n0020_i03,20,high,4,60.0,0.4172588000074029,7966,110.36070787085967,0.47028806255568184,True,False,False,True,True,True
GA,n0020_i03,20,high,4,120.0,0.4172588000074029,7966,110.36070787085967,0.47028806255568184,True,False,False,True,True,True
GA,n0020_i03,20,high,4,150.0,0.4172588000074029,7966,110.36070787085967,0.47028806255568184,True,False,False,True,True,True
GA,n0020_i03,20,high,5,1.0,0.3693182000424713,7018,110.28238983154671,0.3989888101127256,True,False,False,True,True,True
GA,n0020_i03,20,high,5,5.0,0.3693182000424713,7018,110.28238983154671,0.3989888101127256,True,False,False,True,True,True
GA,n0020_i03,20,high,5,15.0,8.57747240003664,82181,110.17997797646733,0.30575500634910335,True,False,False,True,True,True
GA,n0020_i03,20,high,5,30.0,8.57747240003664,82181,110.17997797646733,0.30575500634910335,True,False,False,True,True,True
GA,n0020_i03,20,high,5,60.0,8.57747240003664,82181,110.17997797646733,0.30575500634910335,True,False,False,True,True,True
GA,n0020_i03,20,high,5,120.0,8.57747240003664,82181,110.17997797646733,0.30575500634910335,True,False,False,True,True,True
GA,n0020_i03,20,high,5,150.0,8.57747240003664,82181,110.17997797646733,0.30575500634910335,True,False,False,True,True,True
HPSO,n0020_i03,20,high,1,1.0,0.6731820999411866,5924,112.23174102246435,2.1736410343061436,True,False,False,False,True,True
HPSO,n0020_i03,20,high,1,5.0,3.753009199979715,40062,111.9172909433388,1.8873716668786864,True,False,False,False,True,True
HPSO,n0020_i03,20,high,1,15.0,3.753009199979715,40062,111.9172909433388,1.8873716668786864,True,False,False,False,True,True
HPSO,n0020_i03,20,high,1,30.0,3.753009199979715,40062,111.9172909433388,1.8873716668786864,True,False,False,False,True,True
HPSO,n0020_i03,20,high,1,60.0,3.753009199979715,40062,111.9172909433388,1.8873716668786864,True,False,False,False,True,True
HPSO,n0020_i03,20,high,1,120.0,3.753009199979715,40062,111.9172909433388,1.8873716668786864,True,False,False,False,True,True
HPSO,n0020_i03,20,high,1,150.0,3.753009199979715,40062,111.9172909433388,1.8873716668786864,True,False,False,False,True,True
HPSO,n0020_i03,20,high,2,1.0,0.18165189994033426,2035,110.58654537059469,0.675886224179074,True,False,False,True,True,True
HPSO,n0020_i03,20,high,2,5.0,0.18165189994033426,2035,110.58654537059469,0.675886224179074,True,False,False,True,True,True
HPSO,n0020_i03,20,high,2,15.0,0.18165189994033426,2035,110.58654537059469,0.675886224179074,True,False,False,True,True,True
HPSO,n0020_i03,20,high,2,30.0,22.956098899943754,206800,109.90921428579581,0.05925689553161294,True,False,True,True,True,True
HPSO,n0020_i03,20,high,2,60.0,22.956098899943754,206800,109.90921428579581,0.05925689553161294,True,False,True,True,True,True
HPSO,n0020_i03,20,high,2,120.0,22.956098899943754,206800,109.90921428579581,0.05925689553161294,True,False,True,True,True,True
HPSO,n0020_i03,20,high,2,150.0,22.956098899943754,206800,109.90921428579581,0.05925689553161294,True,False,True,True,True,True
HPSO,n0020_i03,20,high,3,1.0,0.24596569989807904,2702,110.39827866452697,0.5044917980636989,True,False,False,True,True,True
HPSO,n0020_i03,20,high,3,5.0,1.7284508999437094,19040,110.01358939167505,0.15427800545887335,True,False,False,True,True,True
HPSO,n0020_i03,20,high,3,15.0,1.7284508999437094,19040,110.01358939167505,0.15427800545887335,True,False,False,True,True,True
HPSO,n0020_i03,20,high,3,30.0,1.7284508999437094,19040,110.01358939167505,0.15427800545887335,True,False,False,True,True,True
HPSO,n0020_i03,20,high,3,60.0,1.7284508999437094,19040,110.01358939167505,0.15427800545887335,True,False,False,True,True,True
HPSO,n0020_i03,20,high,3,120.0,1.7284508999437094,19040,110.01358939167505,0.15427800545887335,True,False,False,True,True,True
HPSO,n0020_i03,20,high,3,150.0,1.7284508999437094,19040,110.01358939167505,0.15427800545887335,True,False,False,True,True,True
HPSO,n0020_i03,20,high,4,1.0,0.559926199959591,6226,110.58970005779008,0.6787581913618057,True,False,False,True,True,True
HPSO,n0020_i03,20,high,4,5.0,0.559926199959591,6226,110.58970005779008,0.6787581913618057,True,False,False,True,True,True
HPSO,n0020_i03,20,high,4,15.0,0.559926199959591,6226,110.58970005779008,0.6787581913618057,True,False,False,True,True,True
HPSO,n0020_i03,20,high,4,30.0,0.559926199959591,6226,110.58970005779008,0.6787581913618057,True,False,False,True,True,True
HPSO,n0020_i03,20,high,4,60.0,0.559926199959591,6226,110.58970005779008,0.6787581913618057,True,False,False,True,True,True
HPSO,n0020_i03,20,high,4,120.0,71.78811439999845,736901,110.03268001924327,0.1716577494644869,True,False,False,True,True,True
HPSO,n0020_i03,20,high,4,150.0,71.78811439999845,736901,110.03268001924327,0.1716577494644869,True,False,False,True,True,True
HPSO,n0020_i03,20,high,5,1.0,0.5204091999912634,5562,111.33156436306092,1.3541373357318063,True,False,False,False,True,True
HPSO,n0020_i03,20,high,5,5.0,0.5204091999912634,5562,111.33156436306092,1.3541373357318063,True,False,False,False,True,True
HPSO,n0020_i03,20,high,5,15.0,5.543284900020808,16054,110.27402230063008,0.39137116921692905,True,False,False,True,True,True
HPSO,n0020_i03,20,high,5,30.0,5.543284900020808,16054,110.27402230063008,0.39137116921692905,True,False,False,True,True,True
HPSO,n0020_i03,20,high,5,60.0,38.55680610006675,363994,110.03268001924327,0.1716577494644869,True,False,False,True,True,True
HPSO,n0020_i03,20,high,5,120.0,38.55680610006675,363994,110.03268001924327,0.1716577494644869,True,False,False,True,True,True
HPSO,n0020_i03,20,high,5,150.0,38.55680610006675,363994,110.03268001924327,0.1716577494644869,True,False,False,True,True,True
TS,n0020_i03,20,high,1,1.0,0.26862569991499186,5719,110.1593314031002,0.28695875890089306,True,False,False,True,True,True
TS,n0020_i03,20,high,1,5.0,1.2774692999664694,26759,110.08026430160835,0.21497757450641986,True,False,False,True,True,True
TS,n0020_i03,20,high,1,15.0,7.662981299916282,155111,109.84412406794925,0.0,True,True,True,True,True,True
TS,n0020_i03,20,high,1,30.0,7.662981299916282,155111,109.84412406794925,0.0,True,True,True,True,True,True
TS,n0020_i03,20,high,1,60.0,7.662981299916282,155111,109.84412406794925,0.0,True,True,True,True,True,True
TS,n0020_i03,20,high,1,120.0,7.662981299916282,155111,109.84412406794925,0.0,True,True,True,True,True,True
TS,n0020_i03,20,high,1,150.0,7.662981299916282,155111,109.84412406794925,0.0,True,True,True,True,True,True
TS,n0020_i03,20,high,2,1.0,0.6658376000123098,14597,110.50439880038113,0.6011015500687399,True,False,False,True,True,True
TS,n0020_i03,20,high,2,5.0,4.372147000045516,90065,110.03637580047943,0.17502231836384327,True,False,False,True,True,True
TS,n0020_i03,20,high,2,15.0,12.663260200060904,176145,109.90921428579581,0.05925689553161294,True,False,True,True,True,True
TS,n0020_i03,20,high,2,30.0,28.913904099958017,508122,109.84412406794925,0.0,True,True,True,True,True,True
TS,n0020_i03,20,high,2,60.0,28.913904099958017,508122,109.84412406794925,0.0,True,True,True,True,True,True
TS,n0020_i03,20,high,2,120.0,28.913904099958017,508122,109.84412406794925,0.0,True,True,True,True,True,True
TS,n0020_i03,20,high,2,150.0,28.913904099958017,508122,109.84412406794925,0.0,True,True,True,True,True,True
TS,n0020_i03,20,high,3,1.0,0.9620468999492005,20835,110.34986797161064,0.4604196245841345,True,False,False,True,True,True
TS,n0020_i03,20,high,3,5.0,1.5125667999964207,32464,109.96124550735365,0.1066251293805657,True,False,False,True,True,True
TS,n0020_i03,20,high,3,15.0,1.5125667999964207,32464,109.96124550735365,0.1066251293805657,True,False,False,True,True,True
TS,n0020_i03,20,high,3,30.0,19.69276310002897,325685,109.85785082340297,0.012496576917693073,True,False,True,True,True,True
TS,n0020_i03,20,high,3,60.0,43.3291629999876,809752,109.84412406794925,0.0,True,True,True,True,True,True
TS,n0020_i03,20,high,3,120.0,43.3291629999876,809752,109.84412406794925,0.0,True,True,True,True,True,True
TS,n0020_i03,20,high,3,150.0,43.3291629999876,809752,109.84412406794925,0.0,True,True,True,True,True,True
TS,n0020_i03,20,high,4,1.0,0.41234779998194426,8530,110.05669367861798,0.19351932793166796,True,False,False,True,True,True
TS,n0020_i03,20,high,4,5.0,2.9328273000428453,60116,109.98330906542918,0.1267113727392742,True,False,False,True,True,True
TS,n0020_i03,20,high,4,15.0,14.503200400038622,215171,109.98304259463859,0.12646878280298654,True,False,False,True,True,True
TS,n0020_i03,20,high,4,30.0,24.100040299934335,410858,109.90921428579581,0.05925689553161294,True,False,True,True,True,True
TS,n0020_i03,20,high,4,60.0,43.912803299957886,809735,109.84412406794925,0.0,True,True,True,True,True,True
TS,n0020_i03,20,high,4,120.0,43.912803299957886,809735,109.84412406794925,0.0,True,True,True,True,True,True
TS,n0020_i03,20,high,4,150.0,43.912803299957886,809735,109.84412406794925,0.0,True,True,True,True,True,True
TS,n0020_i03,20,high,5,1.0,0.7293133999919519,15235,111.0071032508894,1.058754114349105,True,False,False,False,True,True
TS,n0020_i03,20,high,5,5.0,0.7293133999919519,15235,111.0071032508894,1.058754114349105,True,False,False,False,True,True
TS,n0020_i03,20,high,5,15.0,6.395335899898782,40906,109.98330906542918,0.1267113727392742,True,False,False,True,True,True
TS,n0020_i03,20,high,5,30.0,24.18472949997522,392852,109.96124550735365,0.1066251293805657,True,False,False,True,True,True
TS,n0020_i03,20,high,5,60.0,57.54053689993452,1053476,109.85785082340297,0.012496576917693073,True,False,True,True,True,True
TS,n0020_i03,20,high,5,120.0,63.85101469990332,1177614,109.84412406794925,0.0,True,True,True,True,True,True
TS,n0020_i03,20,high,5,150.0,63.85101469990332,1177614,109.84412406794925,0.0,True,True,True,True,True,True
2PGA,n0020_i04,20,high,1,1.0,0.9507458000007318,34194,137.96782983360538,0.6717824750722272,True,False,False,True,True,True
2PGA,n0020_i04,20,high,1,5.0,4.246098800009349,151594,137.38124132805677,0.24376305558735917,True,False,False,True,True,True
2PGA,n0020_i04,20,high,1,15.0,7.609037200003513,270826,137.36118328865481,0.22912719024117062,True,False,False,True,True,True
2PGA,n0020_i04,20,high,1,30.0,7.609037200003513,270826,137.36118328865481,0.22912719024117062,True,False,False,True,True,True
2PGA,n0020_i04,20,high,1,60.0,54.31169729999965,1914123,137.2355250791284,0.13743743944268696,True,False,False,True,True,True
2PGA,n0020_i04,20,high,1,120.0,60.44613440000103,2131148,137.2258477039834,0.1303760932817567,True,False,False,True,True,True
2PGA,n0020_i04,20,high,1,150.0,60.44613440000103,2131148,137.2258477039834,0.1303760932817567,True,False,False,True,True,True
2PGA,n0020_i04,20,high,2,1.0,0.8269698999938555,28481,137.37566330274623,0.23969290567356774,True,False,False,True,True,True
2PGA,n0020_i04,20,high,2,5.0,3.545438400004059,121470,137.31396843108948,0.19467565268968767,True,False,False,True,True,True
2PGA,n0020_i04,20,high,2,15.0,11.715081200003624,390349,137.22319054532932,0.12843722899471738,True,False,False,True,True,True
2PGA,n0020_i04,20,high,2,30.0,11.715081200003624,390349,137.22319054532932,0.12843722899471738,True,False,False,True,True,True
2PGA,n0020_i04,20,high,2,60.0,36.53755559999263,1249065,137.17004186312238,0.08965592337857027,True,False,True,True,True,True
2PGA,n0020_i04,20,high,2,120.0,36.53755559999263,1249065,137.17004186312238,0.08965592337857027,True,False,True,True,True,True
2PGA,n0020_i04,20,high,2,150.0,36.53755559999263,1249065,137.17004186312238,0.08965592337857027,True,False,True,True,True,True
2PGA,n0020_i04,20,high,3,1.0,0.7866134999931091,28369,137.74205084361407,0.5070370166906636,True,False,False,True,True,True
2PGA,n0020_i04,20,high,3,5.0,1.927270200001658,69639,137.4032369532533,0.2598127303402222,True,False,False,True,True,True
2PGA,n0020_i04,20,high,3,15.0,1.927270200001658,69639,137.4032369532533,0.2598127303402222,True,False,False,True,True,True
2PGA,n0020_i04,20,high,3,30.0,24.521360400001868,876807,137.27697004795937,0.16767882898885778,True,False,False,True,True,True
2PGA,n0020_i04,20,high,3,60.0,24.521360400001868,876807,137.27697004795937,0.16767882898885778,True,False,False,True,True,True
2PGA,n0020_i04,20,high,3,120.0,76.53299799999513,2692168,137.19576663738695,0.10842666784926995,True,False,False,True,True,True
2PGA,n0020_i04,20,high,3,150.0,76.53299799999513,2692168,137.19576663738695,0.10842666784926995,True,False,False,True,True,True
2PGA,n0020_i04,20,high,4,1.0,0.9694133000011789,33184,137.61506924128747,0.414381618231643,True,False,False,True,True,True
2PGA,n0020_i04,20,high,4,5.0,4.058970599988243,138694,137.43969553493528,0.2864156740037192,True,False,False,True,True,True
2PGA,n0020_i04,20,high,4,15.0,13.98922109999694,469497,137.37991185336972,0.24279297012132947,True,False,False,True,True,True
2PGA,n0020_i04,20,high,4,30.0,16.77041499999177,565170,137.27697004795937,0.16767882898885778,True,False,False,True,True,True
2PGA,n0020_i04,20,high,4,60.0,50.29945769999176,1720319,137.19060699955116,0.10466180513829516,True,False,False,True,True,True
2PGA,n0020_i04,20,high,4,120.0,50.29945769999176,1720319,137.19060699955116,0.10466180513829516,True,False,False,True,True,True
2PGA,n0020_i04,20,high,4,150.0,50.29945769999176,1720319,137.19060699955116,0.10466180513829516,True,False,False,True,True,True
2PGA,n0020_i04,20,high,5,1.0,0.9643379999906756,34332,138.41465934924378,0.9978231459738582,True,False,False,True,True,True
2PGA,n0020_i04,20,high,5,5.0,4.877864199996111,171838,137.45114702994692,0.2947715524444885,True,False,False,True,True,True
2PGA,n0020_i04,20,high,5,15.0,13.826015999991796,477461,137.27908923112878,0.16922514559986215,True,False,False,True,True,True
2PGA,n0020_i04,20,high,5,30.0,22.107319099988672,768354,137.17004186312238,0.08965592337857027,True,False,True,True,True,True
2PGA,n0020_i04,20,high,5,60.0,22.107319099988672,768354,137.17004186312238,0.08965592337857027,True,False,True,True,True,True
2PGA,n0020_i04,20,high,5,120.0,22.107319099988672,768354,137.17004186312238,0.08965592337857027,True,False,True,True,True,True
2PGA,n0020_i04,20,high,5,150.0,22.107319099988672,768354,137.17004186312238,0.08965592337857027,True,False,True,True,True,True
ACO,n0020_i04,20,high,1,1.0,0.8908333999988827,6052,138.8347832341746,1.3043773652244464,True,False,False,False,True,True
ACO,n0020_i04,20,high,1,5.0,0.8908333999988827,6052,138.8347832341746,1.3043773652244464,True,False,False,False,True,True
ACO,n0020_i04,20,high,1,15.0,9.131014099999447,60727,138.5548599497607,1.1001241271166087,True,False,False,False,True,True
ACO,n0020_i04,20,high,1,30.0,23.141873999999007,154556,138.16554836382556,0.8160528958625185,True,False,False,True,True,True
ACO,n0020_i04,20,high,1,60.0,46.88009339999917,312840,138.05757119223748,0.7372645700368557,True,False,False,True,True,True
ACO,n0020_i04,20,high,1,120.0,87.03707389999909,579829,137.8984059899145,0.6211255784676984,True,False,False,True,True,True
ACO,n0020_i04,20,high,1,150.0,140.56595949999974,937852,137.84044415801816,0.5788322341456056,True,False,False,True,True,True
ACO,n0020_i04,20,high,2,1.0,0.72818929999994,4802,138.43736922494017,1.0143939920102165,True,False,False,False,True,True
ACO,n0020_i04,20,high,2,5.0,1.4523045999994793,9588,138.32983748342352,0.9359306857149303,True,False,False,True,True,True
ACO,n0020_i04,20,high,2,15.0,1.4523045999994793,9588,138.32983748342352,0.9359306857149303,True,False,False,True,True,True
ACO,n0020_i04,20,high,2,30.0,15.183570400000463,99700,137.99969318761188,0.6950323924430927,True,False,False,True,True,True
ACO,n0020_i04,20,high,2,60.0,15.183570400000463,99700,137.99969318761188,0.6950323924430927,True,False,False,True,True,True
ACO,n0020_i04,20,high,2,120.0,15.183570400000463,99700,137.99969318761188,0.6950323924430927,True,False,False,True,True,True
ACO,n0020_i04,20,high,2,150.0,15.183570400000463,99700,137.99969318761188,0.6950323924430927,True,False,False,True,True,True
ACO,n0020_i04,20,high,3,1.0,0.4507797999995091,3059,138.69846353565694,1.2049081842364642,True,False,False,False,True,True
ACO,n0020_i04,20,high,3,5.0,3.8129553999988275,25451,138.56078617477863,1.1044483499200182,True,False,False,False,True,True
ACO,n0020_i04,20,high,3,15.0,3.8129553999988275,25451,138.56078617477863,1.1044483499200182,True,False,False,False,True,True
ACO,n0020_i04,20,high,3,30.0,19.611971799999083,130021,138.30222009749608,0.9157789483717342,True,False,False,True,True,True
ACO,n0020_i04,20,high,3,60.0,19.611971799999083,130021,138.30222009749608,0.9157789483717342,True,False,False,True,True,True
ACO,n0020_i04,20,high,3,120.0,68.58464699999968,455247,138.03766585314125,0.7227401264038391,True,False,False,True,True,True
ACO,n0020_i04,20,high,3,150.0,127.11525970000002,838741,138.03138955184895,0.7181604614253527,True,False,False,True,True,True
ACO,n0020_i04,20,high,4,1.0,0.44451090000075055,3055,138.7102554256039,1.2135124406137727,True,False,False,False,True,True
ACO,n0020_i04,20,high,4,5.0,0.44451090000075055,3055,138.7102554256039,1.2135124406137727,True,False,False,False,True,True
ACO,n0020_i04,20,high,4,15.0,9.056120200000805,60004,138.55883098066204,1.1030216921474105,True,False,False,False,True,True
ACO,n0020_i04,20,high,4,30.0,18.23437329999979,120651,138.23522519230988,0.8668943893410056,True,False,False,True,True,True
ACO,n0020_i04,20,high,4,60.0,18.23437329999979,120651,138.23522519230988,0.8668943893410056,True,False,False,True,True,True
ACO,n0020_i04,20,high,4,120.0,18.23437329999979,120651,138.23522519230988,0.8668943893410056,True,False,False,True,True,True
ACO,n0020_i04,20,high,4,150.0,123.40746070000023,822675,138.11413473007548,0.7785376130651871,True,False,False,True,True,True
ACO,n0020_i04,20,high,5,1.0,0.5183543000002828,6224,138.44963101767547,1.0233411250664624,True,False,False,False,True,True
ACO,n0020_i04,20,high,5,5.0,0.5183543000002828,6224,138.44963101767547,1.0233411250664624,True,False,False,False,True,True
ACO,n0020_i04,20,high,5,15.0,0.5183543000002828,6224,138.44963101767547,1.0233411250664624,True,False,False,False,True,True
ACO,n0020_i04,20,high,5,30.0,0.5183543000002828,6224,138.44963101767547,1.0233411250664624,True,False,False,False,True,True
ACO,n0020_i04,20,high,5,60.0,36.98003439999957,446577,138.26247158183392,0.8867754195978641,True,False,False,True,True,True
ACO,n0020_i04,20,high,5,120.0,89.88683579999997,1090944,137.71356795126715,0.4862537402843612,True,False,False,True,True,True
ACO,n0020_i04,20,high,5,150.0,89.88683579999997,1090944,137.71356795126715,0.4862537402843612,True,False,False,True,True,True
BRKGA-R-LS,n0020_i04,20,high,1,1.0,0.9449852000689134,20467,137.61208835481375,0.41220653759851755,True,False,False,True,True,True
BRKGA-R-LS,n0020_i04,20,high,1,5.0,1.2532887000124902,27086,137.38523460402186,0.24667685230218017,True,False,False,True,True,True
BRKGA-R-LS,n0020_i04,20,high,1,15.0,1.2532887000124902,27086,137.38523460402186,0.24667685230218017,True,False,False,True,True,True
BRKGA-R-LS,n0020_i04,20,high,1,30.0,17.732997699989937,289012,137.25606656355512,0.15242606290959826,True,False,False,True,True,True
BRKGA-R-LS,n0020_i04,20,high,1,60.0,52.86894140008371,1040576,137.24608271174935,0.14514108815522178,True,False,False,True,True,True
BRKGA-R-LS,n0020_i04,20,high,1,120.0,111.84394520008937,2298194,137.19631072043853,0.10882367206889886,True,False,False,True,True,True
BRKGA-R-LS,n0020_i04,20,high,1,150.0,111.84394520008937,2298194,137.19631072043853,0.10882367206889886,True,False,False,True,True,True
BRKGA-R-LS,n0020_i04,20,high,2,1.0,0.36812650004867464,8236,137.68586359735374,0.46603854450903714,True,False,False,True,True,True
BRKGA-R-LS,n0020_i04,20,high,2,5.0,0.36812650004867464,8236,137.68586359735374,0.46603854450903714,True,False,False,True,True,True
BRKGA-R-LS,n0020_i04,20,high,2,15.0,10.757102700066753,153908,137.48790106199348,0.3215900790802667,True,False,False,True,True,True
BRKGA-R-LS,n0020_i04,20,high,2,30.0,10.757102700066753,153908,137.48790106199348,0.3215900790802667,True,False,False,True,True,True
BRKGA-R-LS,n0020_i04,20,high,2,60.0,47.33706439996604,941407,137.31706053224684,0.19693188398273972,True,False,False,True,True,True
BRKGA-R-LS,n0020_i04,20,high,2,120.0,47.33706439996604,941407,137.31706053224684,0.19693188398273972,True,False,False,True,True,True
BRKGA-R-LS,n0020_i04,20,high,2,150.0,47.33706439996604,941407,137.31706053224684,0.19693188398273972,True,False,False,True,True,True
BRKGA-R-LS,n0020_i04,20,high,3,1.0,0.13941519998479635,3189,137.62639152682326,0.4226432156486185,True,False,False,True,True,True
BRKGA-R-LS,n0020_i04,20,high,3,5.0,2.153399199945852,47470,137.40806930771112,0.26333878230035396,True,False,False,True,True,True
BRKGA-R-LS,n0020_i04,20,high,3,15.0,10.432080599945039,140660,137.35501316222584,0.22462499848784628,True,False,False,True,True,True
BRKGA-R-LS,n0020_i04,20,high,3,30.0,10.432080599945039,140660,137.35501316222584,0.22462499848784628,True,False,False,True,True,True
BRKGA-R-LS,n0020_i04,20,high,3,60.0,42.619260799954645,826943,137.35370474078545,0.22367027506578174,True,False,False,True,True,True
BRKGA-R-LS,n0020_i04,20,high,3,120.0,64.31353119993582,1289435,137.19631072043853,0.10882367206889886,True,False,False,True,True,True
BRKGA-R-LS,n0020_i04,20,high,3,150.0,64.31353119993582,1289435,137.19631072043853,0.10882367206889886,True,False,False,True,True,True
BRKGA-R-LS,n0020_i04,20,high,4,1.0,0.6325411999132484,13884,137.64150200545927,0.43366896578308134,True,False,False,True,True,True
BRKGA-R-LS,n0020_i04,20,high,4,5.0,4.5257759999949485,97895,137.41511764123078,0.2684817804888376,True,False,False,True,True,True
BRKGA-R-LS,n0020_i04,20,high,4,15.0,13.519813899998553,286808,137.23509543127625,0.13712393581532628,True,False,False,True,True,True
BRKGA-R-LS,n0020_i04,20,high,4,30.0,20.968073399970308,367356,137.19060699955116,0.10466180513829516,True,False,False,True,True,True
BRKGA-R-LS,n0020_i04,20,high,4,60.0,20.968073399970308,367356,137.19060699955116,0.10466180513829516,True,False,False,True,True,True
