variant,instance_id,repetition,size,power_pressure_class,ga_rpd,variant_rpd,rpd_improvement_over_ga,outcome,ga_reached_0_1pct,variant_reached_0_1pct,ga_time_to_0_1pct_s,variant_time_to_0_1pct_s,ga_evaluations_to_0_1pct,variant_evaluations_to_0_1pct,ga_reached_1pct,variant_reached_1pct,ga_time_to_1pct_s,variant_time_to_1pct_s,ga_evaluations_to_1pct,variant_evaluations_to_1pct
2PGA,n0100_i06,1,100,low,0.15747402907343142,0.1564486594297494,0.0010253696436820225,variant_win,False,False,,,,,True,True,0.5182201999705285,0.14715059999434743,1720.0,784.0
2PGA,n0100_i06,2,100,low,0.11493595122407894,0.10511404403094876,0.009821907193130183,variant_win,False,False,,,,,True,True,0.16354119998868555,0.622900500005926,916.0,3253.0
2PGA,n0100_i06,3,100,low,0.049879908591916704,0.34006082589483044,-0.29018091730291373,ga_win,True,False,44.62846330006141,,131790.0,,True,True,0.4775496000656858,1.2041563999955542,1569.0,6637.0
2PGA,n0100_i06,4,100,low,0.1141977960076365,0.18232927148484254,-0.06813147547720604,ga_win,False,False,,,,,True,True,0.3745312000392005,0.6820139000046765,1239.0,3740.0
2PGA,n0100_i06,5,100,low,0.17322616728311774,0.1296304827434498,0.043595684539667945,variant_win,False,False,,,,,True,True,0.1808892999542877,0.2781272999854991,1013.0,1523.0
2PGA,n0200_i01,1,200,medium,0.11694904026489537,0.24882423662714054,-0.13187519636224515,ga_win,False,False,,,,,True,True,0.003728399984538555,0.002384799998253584,1.0,1.0
2PGA,n0200_i01,2,200,medium,0.13067222666466435,0.2324084090320863,-0.10173618236742193,ga_win,False,False,,,,,True,True,0.003612400032579899,0.002202600007876754,1.0,1.0
2PGA,n0200_i01,3,200,medium,0.08565122753018799,0.2355136371839347,-0.1498624096537467,ga_win,True,False,112.47840809996706,,212138.0,,True,True,0.003945400007069111,0.002129500004230067,1.0,1.0
2PGA,n0200_i01,4,200,medium,0.1572934761217873,0.2266638986348427,-0.06937042251305542,ga_win,False,False,,,,,True,True,0.0035914999898523092,0.002213200001278892,1.0,1.0
2PGA,n0200_i01,5,200,medium,0.13188996637873293,0.17762989308616672,-0.04573992670743379,ga_win,False,False,,,,,True,True,0.003641999908722937,0.002247999989776872,1.0,1.0
2PGA,n0200_i02,1,200,high,0.20457815484338443,0.44507327804673835,-0.24049512320335392,ga_win,False,False,,,,,True,True,1.1353976000100374,3.0379319000057876,2682.0,12224.0
2PGA,n0200_i02,2,200,high,0.1718070735107027,0.27740862386635134,-0.10560155035564864,ga_win,False,False,,,,,True,True,1.9957848999183625,4.781386700007715,4654.0,19210.0
