variant,instance_id,repetition,size,power_pressure_class,ga_rpd,variant_rpd,rpd_improvement_over_ga,outcome,ga_reached_0_1pct,variant_reached_0_1pct,ga_time_to_0_1pct_s,variant_time_to_0_1pct_s,ga_evaluations_to_0_1pct,variant_evaluations_to_0_1pct,ga_reached_1pct,variant_reached_1pct,ga_time_to_1pct_s,variant_time_to_1pct_s,ga_evaluations_to_1pct,variant_evaluations_to_1pct
2PGA,n0050_i04,3,50,low,0.05790354301760798,0.21086141913007286,-0.1529578761124649,ga_win,True,False,1.6841476999688894,,10871.0,,True,True,0.22062729997560382,0.7012747999979183,1451.0,7314.0
2PGA,n0050_i04,4,50,low,0.11158734281019313,0.16477488697183887,-0.05318754416164574,ga_win,False,False,,,,,True,True,0.33514669991564006,2.602497600004426,2215.0,13334.0
2PGA,n0050_i04,5,50,low,0.3000416943214194,0.19926491560823822,0.10077677871318119,variant_win,False,False,,,,,True,True,0.3076375999953598,1.5436401999904774,2074.0,9836.0
2PGA,n0050_i05,1,50,high,0.5308175539954496,0.4091094620233948,0.12170809197205479,variant_win,False,False,,,,,True,True,0.34112969995476305,7.764042700000573,3026.0,60777.0
2PGA,n0050_i05,2,50,high,0.31517943556039324,0.44749705470452644,-0.1323176191441332,ga_win,False,False,,,,,True,True,0.34881510003469884,3.7512724999978673,3078.0,27539.0
2PGA,n0050_i05,3,50,high,0.3878366836786577,0.17171691404102146,0.21611976963763624,variant_win,False,False,,,,,True,True,0.32204130000900477,0.8094729000004008,2871.0,6963.0
2PGA,n0050_i05,4,50,high,0.564754151274664,0.07777808023805342,0.48697607103661056,variant_win,False,True,,136.71921640000073,,1140774.0,True,True,0.6263702999567613,0.8698366999888094,5545.0,7365.0
2PGA,n0050_i05,5,50,high,0.19505369345786516,0.49655351808467896,-0.3014998246268138,ga_win,False,False,,,,,True,True,0.4081342000281438,4.533862600001157,3632.0,33574.0
2PGA,n0050_i06,1,50,low,0.2837036208042052,0.3754342853737723,-0.09173066456956713,ga_win,False,False,,,,,True,True,0.9414553000824526,1.485874200006947,6607.0,9907.0
2PGA,n0050_i06,2,50,low,0.166542881603076,0.4414003483792687,-0.2748574667761927,ga_win,False,False,,,,,True,True,0.4014916999731213,1.6448304999939865,2911.0,18529.0
2PGA,n0050_i06,3,50,low,0.47344350076295055,0.36825453760083937,0.10518896316211118,variant_win,False,False,,,,,True,True,0.6811067999806255,1.406230200009304,4791.0,16553.0
2PGA,n0050_i06,4,50,low,0.28545456452326673,0.41107181937623294,-0.1256172548529662,ga_win,False,False,,,,,True,True,1.1464720000512898,1.9661201999988407,8091.0,22483.0
2PGA,n0050_i06,5,50,low,0.19999035452057312,0.21335003067440006,-0.013359676153826938,ga_win,False,False,,,,,True,True,0.15749499993398786,1.908290199993644,1111.0,21373.0
2PGA,n0100_i01,1,100,medium,0.2069433968677152,0.33738887298249787,-0.13044547611478266,ga_win,False,False,,,,,True,True,0.3987718999851495,0.6018063000083202,1613.0,3965.0
2PGA,n0100_i01,2,100,medium,0.4135225806329366,0.13124231893323524,0.2822802616997014,variant_win,False,False,,,,,True,True,0.32190039998386055,0.5855306000012206,1283.0,3842.0
2PGA,n0100_i01,3,100,medium,0.28926889402650885,0.17956782709906619,0.10970106692744266,variant_win,False,False,,,,,True,True,0.33224459993653,0.6907995999936247,1315.0,4542.0
2PGA,n0100_i01,4,100,medium,0.10818584425912736,0.15935950222924572,-0.05117365797011836,ga_win,False,False,,,,,True,True,0.33114420005586,0.6410737999976845,1311.0,4253.0
2PGA,n0100_i01,5,100,medium,0.1616606479373105,0.128476895951439,0.03318375198587151,variant_win,False,False,,,,,True,True,0.3442957999650389,1.5445908999972744,1379.0,10108.0
2PGA,n0100_i02,1,100,high,0.1679874481268887,0.4327859461120355,-0.2647984979851468,ga_win,False,False,,,,,True,True,0.5605668999487534,3.8593458000104874,2891.0,33132.0
2PGA,n0100_i02,2,100,high,0.0,0.4789844381820189,-0.4789844381820189,ga_win,True,False,36.75662890006788,,168973.0,,True,True,1.2821291000582278,4.521728100007749,6674.0,37614.0
2PGA,n0100_i02,3,100,high,0.1351847182685418,0.2986251183693645,-0.1634404001008227,ga_win,False,False,,,,,True,True,1.9850032000103965,3.7985871999990195,10377.0,31182.0
2PGA,n0100_i02,4,100,high,0.2710730063160553,0.3387973487789925,-0.06772434246293718,ga_win,False,False,,,,,True,True,1.6588297999696806,2.2336508000007598,8647.0,18727.0
2PGA,n0100_i02,5,100,high,0.1591247353388252,0.26221109441118273,-0.10308635907235753,ga_win,False,False,,,,,True,True,1.6621538000181317,2.5437636999995448,8597.0,21347.0
2PGA,n0100_i03,1,100,high,0.3918280772722979,0.1757704615108397,0.2160576157614582,variant_win,False,False,,,,,True,True,1.6929415999911726,1.4235919000057038,6809.0,9395.0
2PGA,n0100_i03,2,100,high,0.23561088924262835,0.3484828873342704,-0.11287199809164206,ga_win,False,False,,,,,True,True,1.4277735999785364,1.9453711999958614,5757.0,12640.0
2PGA,n0100_i03,3,100,high,0.5342019394261085,0.21128465232047422,0.3229172871056343,variant_win,False,False,,,,,True,True,1.321073399973102,1.9456249000068055,5428.0,12794.0
2PGA,n0100_i03,4,100,high,0.33822762527565775,0.3143864595279287,0.023841165747729043,variant_win,False,False,,,,,True,True,0.8771649999544024,1.476723800005857,3451.0,9960.0
2PGA,n0100_i03,5,100,high,0.18559729303272768,0.2828613834290448,-0.09726409039631714,ga_win,False,False,,,,,True,True,1.1266089000273496,1.4802665000024717,4623.0,9773.0
2PGA,n0100_i04,1,100,low,0.07117287652667027,0.1730691724221633,-0.10189629589549302,ga_win,True,False,35.037072099978104,,98355.0,,True,True,0.0018368000164628029,0.0011481000110507011,1.0,1.0
2PGA,n0100_i04,2,100,low,0.030342482714210996,0.13773321123852628,-0.10739072852431528,ga_win,True,False,7.434952899930067,,40506.0,,True,True,0.0010984999826177955,0.0011580000136746094,1.0,1.0
2PGA,n0100_i04,3,100,low,0.10656829813295489,0.199057928016493,-0.09248962988353811,ga_win,False,False,,,,,True,True,0.0018328999867662787,0.0018827000021701679,1.0,1.0
2PGA,n0100_i04,4,100,low,0.11004616950528699,0.12422936279660328,-0.014183193291316287,ga_win,False,False,,,,,True,True,0.0018315999768674374,0.0011598999990383163,1.0,1.0
2PGA,n0100_i04,5,100,low,0.06240921361888527,0.17215135403200388,-0.10974214041311861,ga_win,True,False,82.7038073000731,,253513.0,,True,True,0.002053300035186112,0.0011186999909114093,1.0,1.0
2PGA,n0100_i05,1,100,medium,0.047525975659311465,0.25822447180421054,-0.21069849614489908,ga_win,True,False,38.51554259995464,,137626.0,,True,True,0.40833979996386915,1.116292099992279,1624.0,7499.0
2PGA,n0100_i05,2,100,medium,0.15946157935363586,0.19429684169429037,-0.03483526234065451,ga_win,False,False,,,,,True,True,0.47062069992534816,0.4974376000027405,1921.0,3366.0
2PGA,n0100_i05,3,100,medium,0.08451472165260195,0.1970212556578012,-0.11250653400519926,ga_win,True,False,43.5375729999505,,277679.0,,True,True,0.27437959995586425,0.723633499990683,1871.0,4526.0
2PGA,n0100_i05,4,100,medium,0.16087290441636068,0.09196019703168704,0.06891270738467364,variant_win,False,True,,132.38522670000384,,858675.0,True,True,0.612517699948512,0.6545217000093544,2399.0,4366.0
2PGA,n0100_i05,5,100,medium,0.10204337029641163,0.26731062071437955,-0.16526725041796791,ga_win,False,False,,,,,True,True,0.3506184999132529,0.9009804999950575,1424.0,6171.0
