scheduler_name,config,config_id,average_rpd,average_makespan,average_execution_time_s,average_solution_count
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 0.5, 'personal_impact_coefficient': 1, 'environmental_impact_coefficient': 1, 'cooling_rate': 0.96}",10,0.4756319070439879,406.1285244860303,9.670052925745646,100750.0
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 1, 'environmental_impact_coefficient': 0.5, 'cooling_rate': 0.9}",79,0.4756505929520212,406.2866363598903,9.846111721462673,90931.0
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 2.0, 'environmental_impact_coefficient': 0.5, 'cooling_rate': 0.9}",85,0.47672635940748936,406.0605312923364,18.172604189978706,90931.0
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 1, 'environmental_impact_coefficient': 1, 'cooling_rate': 0.96}",28,0.4768685488180039,406.12943683273926,15.580360836452908,94856.66666666667
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 0.5, 'personal_impact_coefficient': 2.0, 'environmental_impact_coefficient': 1, 'cooling_rate': 0.9}",15,0.47883472790259035,405.8917037709973,8.46916757689582,88476.33333333333
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 0.5, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 0.5, 'cooling_rate': 0.9}",55,0.4789281479559986,406.06678267840675,18.699700620439316,94361.77777777778
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 0.5, 'personal_impact_coefficient': 1, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.9}",11,0.4795027570355551,406.0895382945885,11.712236007054647,84184.33333333333
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 0.5, 'personal_impact_coefficient': 1, 'environmental_impact_coefficient': 0.5, 'cooling_rate': 0.9}",7,0.48244082169416586,406.28803528939176,12.426308340496487,84184.33333333333
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 2.0, 'environmental_impact_coefficient': 0.5, 'cooling_rate': 0.96}",86,0.4828028720360629,406.1778394701721,19.63922055562337,103793.33333333333
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 0.5, 'personal_impact_coefficient': 1, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.96}",66,0.483383582539922,406.1420426774666,11.403011242548624,109657.77777777778
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 0.5, 'cooling_rate': 0.9}",91,0.48372577516249904,406.01920701628393,10.02653259701199,90931.0
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.96}",42,0.48570767578978313,405.82515121776237,8.786132600572374,94856.66666666667
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 1, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.9}",29,0.4857918129474325,406.15035257075283,12.920703093210856,84184.33333333333
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 0.5, 'cooling_rate': 0.9}",37,0.486132206415356,406.2403251301596,7.801165050930447,84184.33333333333
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 1, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.96}",48,0.4870163892880785,406.16975521022306,8.777373366885715,94856.66666666667
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 0.5, 'personal_impact_coefficient': 2.0, 'environmental_impact_coefficient': 0.5, 'cooling_rate': 0.96}",14,0.4905141279336649,406.17096230734427,8.93059582180447,97812.22222222222
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 0.5, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.9}",59,0.49297016346384986,406.0541057641652,15.488477415508694,90931.0
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 0.5, 'personal_impact_coefficient': 2.0, 'environmental_impact_coefficient': 1, 'cooling_rate': 0.96}",16,0.4929860299194574,405.948922061133,8.890911234749687,95292.22222222222
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 1, 'environmental_impact_coefficient': 1, 'cooling_rate': 0.9}",27,0.49530792625433573,405.89231174337465,14.11923140949673,84184.33333333333
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 0.5, 'personal_impact_coefficient': 2.0, 'environmental_impact_coefficient': 1, 'cooling_rate': 0.96}",70,0.4978405535190132,406.3135323627086,12.546887583202786,115678.88888888889
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 0.5, 'personal_impact_coefficient': 1, 'environmental_impact_coefficient': 1, 'cooling_rate': 0.9}",63,0.49972196463621643,406.3067750922009,10.234145164489746,93337.0
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 1, 'environmental_impact_coefficient': 0.5, 'cooling_rate': 0.96}",26,0.5054254170587137,406.108539130817,15.608393483691746,94856.66666666667
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 0.5, 'personal_impact_coefficient': 1, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.96}",12,0.5079849847511723,406.3084083692852,15.841934469011095,98356.66666666667
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 2.0, 'environmental_impact_coefficient': 0.5, 'cooling_rate': 0.9}",103,0.5082664210413357,406.37321724094977,18.19216341442532,90931.0
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 2.0, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.9}",35,0.5090146726618001,406.224792306757,7.954702006445991,84184.33333333333
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 1, 'environmental_impact_coefficient': 1, 'cooling_rate': 0.96}",100,0.5161884976835056,405.9859691290487,19.511724101172554,103793.33333333333
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 1, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.96}",102,0.5206103033295811,406.29887355004774,19.622972673839993,103793.33333333333
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 0.5, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 1, 'cooling_rate': 0.9}",3,0.5238427740002222,406.2097486328969,8.028975857628716,84808.33333333333
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 0.5, 'cooling_rate': 0.96}",20,0.52755700089884,406.1829639442986,8.847055276234945,94856.66666666667
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 2.0, 'environmental_impact_coefficient': 0.5, 'cooling_rate': 0.96}",32,0.5276969800789828,405.9864879193587,8.853593587875366,94856.66666666667
